         1005431 function calls (990802 primitive calls) in 0.998 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       27    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
        1    0.000    0.000    0.000    0.000 util.py:12(__config_flags)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1721(_parse_hextet)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1339(LocationEvent)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:264(get_aliased_and_aliases)
      211    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       54    0.000    0.000    0.000    0.000 core.py:2345(parseImpl)
       26    0.000    0.000    0.000    0.000 <frozen os>:748(encodekey)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:4757(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 testing.py:15(pyparsing_test)
        2    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       21    0.000    0.000    0.000    0.000 _docstring.py:43(update)
        2    0.000    0.000    0.000    0.000 enum.py:912(<listcomp>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:341(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
       18    0.000    0.000    0.000    0.000 cycler.py:52(_process_keys)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertTransform)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
      308    0.000    0.000    0.000    0.000 typing.py:1381(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1763(AffineBase)
      268    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       13    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.access}
        5    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
        2    0.000    0.000    0.000    0.000 core.py:2966(__array_finalize__)
        2    0.000    0.000    0.000    0.000 __init__.py:188(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 core.py:2890(Regex)
        1    0.000    0.000    0.000    0.000 pathlib.py:934(_scandir)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 patches.py:2698(_Base)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2789(_Mode)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1401(MouseButton)
        1    0.000    0.000    0.000    0.000 backend_bases.py:763(GraphicsContextBase)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       44    0.000    0.000    0.000    0.000 core.py:1844(set_name)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1564(_guarded_repr_or_str)
       14    0.000    0.000    0.000    0.000 core.py:8239(_replace_return_type)
        1    0.000    0.000    0.000    0.000 patches.py:1314(FancyArrow)
       11    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
       57    0.000    0.000    0.000    0.000 inspect.py:2472(<lambda>)
        1    0.000    0.000    0.000    0.000 scale.py:381(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
        1    0.000    0.000    0.000    0.000 core.py:3596(ParseExpression)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
       34    0.000    0.000    0.000    0.000 traceback.py:294(__getitem__)
      424    0.000    0.000    0.000    0.000 enum.py:1151(__init__)
       37    0.000    0.000    0.000    0.000 pathlib.py:515(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 _globals.py:93(_CopyMode)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6753(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
        6    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:182(Dither)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        1    0.000    0.000    0.000    0.000 Image.py:163(Resampling)
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
        6    0.000    0.000    0.000    0.000 deprecation.py:506(suppress_matplotlib_deprecation_warning)
      138    0.000    0.000    0.000    0.000 cycler.py:239(__iter__)
        1    0.000    0.000    0.000    0.000 collections.py:1176(PolyCollection)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
       65    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
        1    0.000    0.000    0.000    0.000 patches.py:1693(Annulus)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
       27    0.000    0.000    0.000    0.000 deprecation.py:176(finalize)
       16    0.000    0.000    0.000    0.000 core.py:2820(parseImpl)
       12    0.000    0.000    0.000    0.000 core.py:287(wrapper)
       63    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        4    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
        1    0.000    0.000    0.000    0.000 Image.py:154(Transform)
       29    0.000    0.000    0.000    0.000 pathlib.py:147(splitroot)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 results.py:436(<listcomp>)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:120(Blend)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1676(<genexpr>)
       39    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        7    0.000    0.000    0.000    0.000 core.py:3399(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
      201    0.000    0.000    0.000    0.000 rcsetup.py:59(func)
       10    0.000    0.000    0.000    0.000 core.py:4430(_generateDefaultName)
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2177(BlendedGenericTransform)
       62    0.000    0.000    0.000    0.000 patches.py:2285(_register_style)
       46    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      163    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
        6    0.000    0.000    0.000    0.000 __init__.py:1467(debug)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1513(Ellipse)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
      341    0.000    0.000    0.000    0.000 enum.py:1257(value)
        2    0.000    0.000    0.000    0.000 rcsetup.py:421(validate_whiskers)
        1    0.000    0.000    0.000    0.000 Image.py:483(Image)
        1    0.000    0.000    0.000    0.000 geo.py:386(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1814(Affine2DBase)
       10    0.000    0.000    0.000    0.000 enum.py:1367(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 geo.py:456(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 patches.py:964(StepPatch)
        1    0.000    0.000    0.000    0.000 _triangulation.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:664(_is_type)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       29    0.000    0.000    0.000    0.000 pathlib.py:622(name)
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 scale.py:464(AsinhTransform)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 cycler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        4    0.000    0.000    0.000    0.000 inspect.py:3038(_hash_basis)
        1    0.000    0.000    0.000    0.000 patches.py:610(Shadow)
       82    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 core.py:5451(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method mkl._py_mkl_service.get_version}
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 image.py:231(_ImageBase)
      105    0.000    0.000    0.000    0.000 _docstring.py:88(do_copy)
       97    0.000    0.000    0.000    0.000 core.py:5713(<genexpr>)
       47    0.000    0.000    0.000    0.000 six.py:110(__init__)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       25    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 scale.py:583(LogitTransform)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:195(Quantize)
        1    0.000    0.000    0.000    0.000 scale.py:609(LogisticTransform)
      268    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 core.py:3115(view)
        1    0.000    0.000    0.000    0.000 abc.py:131(TraversableResources)
      435    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 scale.py:483(InvertedAsinhTransform)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
      334    0.000    0.000    0.000    0.000 enum.py:1252(name)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        1    0.000    0.000    0.000    0.000 datetime.py:2293(timezone)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        6    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
        1    0.000    0.000    0.000    0.000 core.py:4344(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1883(IPv6Address)
        1    0.000    0.000    0.000    0.000 patches.py:887(RegularPolygon)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
        1    0.000    0.000    0.000    0.000 artist.py:117(Artist)
        4    0.000    0.000    0.000    0.000 function_base.py:2269(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
       12    0.000    0.000    0.000    0.000 core.py:5667(<lambda>)
       31    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
       10    0.000    0.000    0.000    0.000 results.py:326(get)
       17    0.000    0.000    0.000    0.000 inspect.py:2781(__hash__)
        1    0.000    0.000    0.000    0.000 table.py:239(Table)
       49    0.000    0.000    0.000    0.000 core.py:2333(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.000    0.000 numeric.py:2150(identity)
        1    0.000    0.000    0.000    0.000 actions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1602(RadioButtons)
        6    0.000    0.000    0.000    0.000 __init__.py:1734(isEnabledFor)
       14    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1830(__class_getitem__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:266(validate_color_or_inherit)
       31    0.000    0.000    0.000    0.000 warnings.py:441(__init__)
